"","price","crime","nox","rooms","dist","radial","proptax","stratio","lowstat"
"1",24000,0.00600000005215406,5.38000011444092,6.57000017166138,4.09000015258789,1,29.6000003814697,15.3000001907349,4.98000001907349
"2",21599,0.0270000007003546,4.69000005722046,6.42000007629395,4.96999979019165,2,24.2000007629395,17.7999992370605,9.14000034332275
"3",34700,0.0270000007003546,4.69000005722046,7.17999982833862,4.96999979019165,2,24.2000007629395,17.7999992370605,4.03000020980835
"4",33400,0.0320000015199184,4.57999992370605,7,6.05999994277954,3,22.2000007629395,18.7000007629395,2.94000005722046
"5",36199,0.0689999982714653,4.57999992370605,7.15000009536743,6.05999994277954,3,22.2000007629395,18.7000007629395,5.32999992370605
"6",28701,0.0299999993294477,4.57999992370605,6.42999982833862,6.05999994277954,3,22.2000007629395,18.7000007629395,5.21000003814697
"7",22900,0.0879999995231628,5.23999977111816,6.01000022888184,5.55999994277954,5,31.1000003814697,15.1999998092651,12.4300003051758
"8",27100,0.144999995827675,5.23999977111816,6.17000007629395,5.94999980926514,5,31.1000003814697,15.1999998092651,19.1499996185303
"9",16500,0.210999995470047,5.23999977111816,5.63000011444092,6.07999992370605,5,31.1000003814697,15.1999998092651,29.9300003051758
"10",18900,0.170000001788139,5.23999977111816,6,6.59000015258789,5,31.1000003814697,15.1999998092651,17.1000003814697
"11",15000,0.224999994039536,5.23999977111816,6.38000011444092,6.34999990463257,5,31.1000003814697,15.1999998092651,20.4500007629395
"12",18900,0.116999998688698,5.23999977111816,6.01000022888184,6.23000001907349,5,31.1000003814697,15.1999998092651,13.2700004577637
"13",21700,0.0939999967813492,5.23999977111816,5.8899998664856,5.44999980926514,5,31.1000003814697,15.1999998092651,15.710000038147
"14",20400,0.629999995231628,5.38000011444092,5.94999980926514,4.71000003814697,4,30.7000007629395,21,8.26000022888184
"15",18200,0.638000011444092,5.38000011444092,6.09999990463257,4.46000003814697,4,30.7000007629395,21,10.2600002288818
"16",19900,0.626999974250793,5.38000011444092,5.82999992370605,4.5,4,30.7000007629395,21,8.47000026702881
"17",23100,1.05400002002716,5.38000011444092,5.92999982833862,4.5,4,30.7000007629395,21,6.57999992370605
"18",17500,0.783999979496002,5.38000011444092,5.98999977111816,4.26000022888184,4,30.7000007629395,21,14.6700000762939
"19",20200,0.802999973297119,5.38000011444092,5.46000003814697,3.79999995231628,4,30.7000007629395,21,11.6899995803833
"20",18200,0.726000010967255,5.38000011444092,5.73000001907349,3.79999995231628,4,30.7000007629395,21,11.2799997329712
"21",13600,1.25199997425079,5.38000011444092,5.57000017166138,3.79999995231628,4,30.7000007629395,21,21.0200004577637
"22",19600,0.851999998092651,5.38000011444092,5.96000003814697,4.01000022888184,4,30.7000007629395,21,13.8299999237061
"23",15200,1.23199999332428,5.38000011444092,6.1399998664856,3.98000001907349,4,30.7000007629395,21,18.7199993133545
"24",14500,0.987999975681305,5.38000011444092,5.80999994277954,4.09999990463257,4,30.7000007629395,21,19.8799991607666
"25",15600,0.75,5.38000011444092,5.92000007629395,4.40000009536743,4,30.7000007629395,21,16.2999992370605
"26",13900,0.841000020503998,5.38000011444092,5.59999990463257,4.44999980926514,4,30.7000007629395,21,16.5100002288818
"27",16600,0.671999990940094,5.38000011444092,5.80999994277954,4.67999982833862,4,30.7000007629395,21,14.8100004196167
"28",14800,0.955999970436096,5.38000011444092,6.05000019073486,4.44999980926514,4,30.7000007629395,21,17.2800006866455
